year,month,period,naics,kind_of_business,measure,adjustment,value,preliminary
2019,4,2019-04,4522,Department stores,inv_sales_ratio,sa,3.01,False
2019,5,2019-05,4522,Department stores,inv_sales_ratio,sa,2.94,False
2019,6,2019-06,4522,Department stores,inv_sales_ratio,sa,2.98,False
2019,7,2019-07,4522,Department stores,inv_sales_ratio,sa,2.76,False
2019,8,2019-08,4522,Department stores,inv_sales_ratio,sa,2.86,False
2019,9,2019-09,4522,Department stores,inv_sales_ratio,sa,3.02,False
2019,10,2019-10,4522,Department stores,inv_sales_ratio,sa,3.11,False
2019,11,2019-11,4522,Department stores,inv_sales_ratio,sa,2.9,False
2019,12,2019-12,4522,Department stores,inv_sales_ratio,sa,2.77,False
2020,1,2020-01,4522,Department stores,inv_sales_ratio,sa,3.33,False
2020,2,2020-02,4522,Department stores,inv_sales_ratio,sa,3.07,False
2020,3,2020-03,4522,Department stores,inv_sales_ratio,sa,6.16,False
2020,4,2020-04,4522,Department stores,inv_sales_ratio,sa,50.04,False
2020,5,2020-05,4522,Department stores,inv_sales_ratio,sa,7.61,False
2020,6,2020-06,4522,Department stores,inv_sales_ratio,sa,3.64,False
2020,7,2020-07,4522,Department stores,inv_sales_ratio,sa,3.38,False
2020,8,2020-08,4522,Department stores,inv_sales_ratio,sa,3.23,False
2020,9,2020-09,4522,Department stores,inv_sales_ratio,sa,2.73,False
2020,10,2020-10,4522,Department stores,inv_sales_ratio,sa,2.86,False
2020,11,2020-11,4522,Department stores,inv_sales_ratio,sa,2.76,False
2020,12,2020-12,4522,Department stores,inv_sales_ratio,sa,2.63,False
2021,1,2021-01,4522,Department stores,inv_sales_ratio,sa,2.8,False
2021,2,2021-02,4522,Department stores,inv_sales_ratio,sa,2.65,False
2021,3,2021-03,4522,Department stores,inv_sales_ratio,sa,2.15,False
2021,4,2021-04,4522,Department stores,inv_sales_ratio,sa,2.2,False
2021,5,2021-05,4522,Department stores,inv_sales_ratio,sa,2.13,False
2021,6,2021-06,4522,Department stores,inv_sales_ratio,sa,2.03,False
2021,7,2021-07,4522,Department stores,inv_sales_ratio,sa,2.13,False
2021,8,2021-08,4522,Department stores,inv_sales_ratio,sa,2.2,False
2021,9,2021-09,4522,Department stores,inv_sales_ratio,sa,2.22,False
2021,10,2021-10,4522,Department stores,inv_sales_ratio,sa,2.23,False
2021,11,2021-11,4522,Department stores,inv_sales_ratio,sa,2.22,False
2021,12,2021-12,4522,Department stores,inv_sales_ratio,sa,2.39,False
2022,1,2022-01,4522,Department stores,inv_sales_ratio,sa,2.8,False
2022,2,2022-02,4522,Department stores,inv_sales_ratio,sa,2.5,False
2022,3,2022-03,4522,Department stores,inv_sales_ratio,sa,2.56,False
2022,4,2022-04,4522,Department stores,inv_sales_ratio,sa,2.61,False
2022,5,2022-05,4522,Department stores,inv_sales_ratio,sa,2.63,False
2022,6,2022-06,4522,Department stores,inv_sales_ratio,sa,2.7,False
2022,7,2022-07,4522,Department stores,inv_sales_ratio,sa,2.66,False
2022,8,2022-08,4522,Department stores,inv_sales_ratio,sa,2.62,False
2022,9,2022-09,4522,Department stores,inv_sales_ratio,sa,2.62,False
2022,10,2022-10,4522,Department stores,inv_sales_ratio,sa,2.62,False
2022,11,2022-11,4522,Department stores,inv_sales_ratio,sa,2.62,False
2022,12,2022-12,4522,Department stores,inv_sales_ratio,sa,2.52,False
2023,1,2023-01,4522,Department stores,inv_sales_ratio,sa,2.49,False
2023,2,2023-02,4522,Department stores,inv_sales_ratio,sa,2.44,False
2023,3,2023-03,4522,Department stores,inv_sales_ratio,sa,2.6,False
2023,4,2023-04,4522,Department stores,inv_sales_ratio,sa,2.68,False
2023,5,2023-05,4522,Department stores,inv_sales_ratio,sa,2.59,False
2023,6,2023-06,4522,Department stores,inv_sales_ratio,sa,2.59,False
2023,7,2023-07,4522,Department stores,inv_sales_ratio,sa,2.55,False
2023,8,2023-08,4522,Department stores,inv_sales_ratio,sa,2.55,False
2023,9,2023-09,4522,Department stores,inv_sales_ratio,sa,2.6,False
2023,10,2023-10,4522,Department stores,inv_sales_ratio,sa,2.6,False
2023,11,2023-11,4522,Department stores,inv_sales_ratio,sa,2.59,False
2023,12,2023-12,4522,Department stores,inv_sales_ratio,sa,2.45,False
2024,1,2024-01,4522,Department stores,inv_sales_ratio,sa,2.63,False
2024,2,2024-02,4522,Department stores,inv_sales_ratio,sa,2.61,False
2024,3,2024-03,4522,Department stores,inv_sales_ratio,sa,2.68,False
2024,4,2024-04,4522,Department stores,inv_sales_ratio,sa,2.59,False
2024,5,2024-05,4522,Department stores,inv_sales_ratio,sa,2.66,False
2024,6,2024-06,4522,Department stores,inv_sales_ratio,sa,2.63,False
2024,7,2024-07,4522,Department stores,inv_sales_ratio,sa,2.69,False
2024,8,2024-08,4522,Department stores,inv_sales_ratio,sa,2.76,False
2024,9,2024-09,4522,Department stores,inv_sales_ratio,sa,2.69,False
2024,10,2024-10,4522,Department stores,inv_sales_ratio,sa,2.74,False
2024,11,2024-11,4522,Department stores,inv_sales_ratio,sa,2.72,False
2024,12,2024-12,4522,Department stores,inv_sales_ratio,sa,2.8,False
2025,1,2025-01,4522,Department stores,inv_sales_ratio,sa,2.71,False
2025,2,2025-02,4522,Department stores,inv_sales_ratio,sa,2.71,False
2025,3,2025-03,4522,Department stores,inv_sales_ratio,sa,2.72,False
2025,4,2025-04,4522,Department stores,inv_sales_ratio,sa,2.75,False
2025,5,2025-05,4522,Department stores,inv_sales_ratio,sa,2.71,False
2025,6,2025-06,4522,Department stores,inv_sales_ratio,sa,2.74,False
2025,7,2025-07,4522,Department stores,inv_sales_ratio,sa,2.69,False
2025,8,2025-08,4522,Department stores,inv_sales_ratio,sa,2.7,False
2025,9,2025-09,4522,Department stores,inv_sales_ratio,sa,2.73,False
2025,10,2025-10,4522,Department stores,inv_sales_ratio,sa,2.6,False
2025,11,2025-11,4522,Department stores,inv_sales_ratio,sa,2.57,False
2025,12,2025-12,4522,Department stores,inv_sales_ratio,sa,2.67,False
2026,1,2026-01,4522,Department stores,inv_sales_ratio,sa,2.85,False
2026,2,2026-02,4522,Department stores,inv_sales_ratio,sa,2.75,False
2026,3,2026-03,4522,Department stores,inv_sales_ratio,sa,2.63,False
2026,4,2026-04,4522,Department stores,inv_sales_ratio,sa,2.65,False
2026,5,2026-05,4522,Department stores,inv_sales_ratio,sa,2.63,False
1992,1,1992-01,4522,Department stores,inventories,nsa,33798.0,False
1992,2,1992-02,4522,Department stores,inventories,nsa,34272.0,False
1992,3,1992-03,4522,Department stores,inventories,nsa,35913.0,False
1992,4,1992-04,4522,Department stores,inventories,nsa,36757.0,False
1992,5,1992-05,4522,Department stores,inventories,nsa,35542.0,False
1992,6,1992-06,4522,Department stores,inventories,nsa,35162.0,False
1992,7,1992-07,4522,Department stores,inventories,nsa,36529.0,False
1992,8,1992-08,4522,Department stores,inventories,nsa,37208.0,False
1992,9,1992-09,4522,Department stores,inventories,nsa,39808.0,False
1992,10,1992-10,4522,Department stores,inventories,nsa,43507.0,False
1992,11,1992-11,4522,Department stores,inventories,nsa,44073.0,False
1992,12,1992-12,4522,Department stores,inventories,nsa,35151.0,False
1993,1,1993-01,4522,Department stores,inventories,nsa,35936.0,False
1993,2,1993-02,4522,Department stores,inventories,nsa,37171.0,False
1993,3,1993-03,4522,Department stores,inventories,nsa,39320.0,False
1993,4,1993-04,4522,Department stores,inventories,nsa,39656.0,False
1993,5,1993-05,4522,Department stores,inventories,nsa,39266.0,False
1993,6,1993-06,4522,Department stores,inventories,nsa,38127.0,False
1993,7,1993-07,4522,Department stores,inventories,nsa,38908.0,False
1993,8,1993-08,4522,Department stores,inventories,nsa,40064.0,False
1993,9,1993-09,4522,Department stores,inventories,nsa,42745.0,False
1993,10,1993-10,4522,Department stores,inventories,nsa,46467.0,False
1993,11,1993-11,4522,Department stores,inventories,nsa,47531.0,False
1993,12,1993-12,4522,Department stores,inventories,nsa,37545.0,False
1994,1,1994-01,4522,Department stores,inventories,nsa,36185.0,False
1994,2,1994-02,4522,Department stores,inventories,nsa,37552.0,False
1994,3,1994-03,4522,Department stores,inventories,nsa,38748.0,False
1994,4,1994-04,4522,Department stores,inventories,nsa,39463.0,False
1994,5,1994-05,4522,Department stores,inventories,nsa,39854.0,False
1994,6,1994-06,4522,Department stores,inventories,nsa,39674.0,False
1994,7,1994-07,4522,Department stores,inventories,nsa,39712.0,False
1994,8,1994-08,4522,Department stores,inventories,nsa,40935.0,False
1994,9,1994-09,4522,Department stores,inventories,nsa,44123.0,False
1994,10,1994-10,4522,Department stores,inventories,nsa,47957.0,False
1994,11,1994-11,4522,Department stores,inventories,nsa,48877.0,False
1994,12,1994-12,4522,Department stores,inventories,nsa,38849.0,False
1995,1,1995-01,4522,Department stores,inventories,nsa,38887.0,False
1995,2,1995-02,4522,Department stores,inventories,nsa,40404.0,False
1995,3,1995-03,4522,Department stores,inventories,nsa,41052.0,False
1995,4,1995-04,4522,Department stores,inventories,nsa,41255.0,False
1995,5,1995-05,4522,Department stores,inventories,nsa,41260.0,False
1995,6,1995-06,4522,Department stores,inventories,nsa,40777.0,False
1995,7,1995-07,4522,Department stores,inventories,nsa,41422.0,False
1995,8,1995-08,4522,Department stores,inventories,nsa,42730.0,False
1995,9,1995-09,4522,Department stores,inventories,nsa,45657.0,False
1995,10,1995-10,4522,Department stores,inventories,nsa,50154.0,False
1995,11,1995-11,4522,Department stores,inventories,nsa,51384.0,False
1995,12,1995-12,4522,Department stores,inventories,nsa,40326.0,False
1996,1,1996-01,4522,Department stores,inventories,nsa,39996.0,False
1996,2,1996-02,4522,Department stores,inventories,nsa,41152.0,False
1996,3,1996-03,4522,Department stores,inventories,nsa,42231.0,False
1996,4,1996-04,4522,Department stores,inventories,nsa,42553.0,False
1996,5,1996-05,4522,Department stores,inventories,nsa,42182.0,False
1996,6,1996-06,4522,Department stores,inventories,nsa,41463.0,False
1996,7,1996-07,4522,Department stores,inventories,nsa,42472.0,False
1996,8,1996-08,4522,Department stores,inventories,nsa,44051.0,False
1996,9,1996-09,4522,Department stores,inventories,nsa,46876.0,False
1996,10,1996-10,4522,Department stores,inventories,nsa,51150.0,False
1996,11,1996-11,4522,Department stores,inventories,nsa,52365.0,False
1996,12,1996-12,4522,Department stores,inventories,nsa,40903.0,False
1997,1,1997-01,4522,Department stores,inventories,nsa,40175.0,False
1997,2,1997-02,4522,Department stores,inventories,nsa,41528.0,False
1997,3,1997-03,4522,Department stores,inventories,nsa,42404.0,False
1997,4,1997-04,4522,Department stores,inventories,nsa,43197.0,False
1997,5,1997-05,4522,Department stores,inventories,nsa,42712.0,False
1997,6,1997-06,4522,Department stores,inventories,nsa,41882.0,False
1997,7,1997-07,4522,Department stores,inventories,nsa,42360.0,False
1997,8,1997-08,4522,Department stores,inventories,nsa,43132.0,False
1997,9,1997-09,4522,Department stores,inventories,nsa,46423.0,False
1997,10,1997-10,4522,Department stores,inventories,nsa,50599.0,False
1997,11,1997-11,4522,Department stores,inventories,nsa,51750.0,False
1997,12,1997-12,4522,Department stores,inventories,nsa,41074.0,False
1998,1,1998-01,4522,Department stores,inventories,nsa,40869.0,False
1998,2,1998-02,4522,Department stores,inventories,nsa,41956.0,False
1998,3,1998-03,4522,Department stores,inventories,nsa,43035.0,False
1998,4,1998-04,4522,Department stores,inventories,nsa,43308.0,False
1998,5,1998-05,4522,Department stores,inventories,nsa,42114.0,False
1998,6,1998-06,4522,Department stores,inventories,nsa,41645.0,False
1998,7,1998-07,4522,Department stores,inventories,nsa,42632.0,False
1998,8,1998-08,4522,Department stores,inventories,nsa,43591.0,False
1998,9,1998-09,4522,Department stores,inventories,nsa,46778.0,False
1998,10,1998-10,4522,Department stores,inventories,nsa,50904.0,False
1998,11,1998-11,4522,Department stores,inventories,nsa,51720.0,False
1998,12,1998-12,4522,Department stores,inventories,nsa,40224.0,False
1999,1,1999-01,4522,Department stores,inventories,nsa,40091.0,False
1999,2,1999-02,4522,Department stores,inventories,nsa,40899.0,False
1999,3,1999-03,4522,Department stores,inventories,nsa,42342.0,False
1999,4,1999-04,4522,Department stores,inventories,nsa,42643.0,False
1999,5,1999-05,4522,Department stores,inventories,nsa,42110.0,False
1999,6,1999-06,4522,Department stores,inventories,nsa,40856.0,False
1999,7,1999-07,4522,Department stores,inventories,nsa,41360.0,False
1999,8,1999-08,4522,Department stores,inventories,nsa,42608.0,False
1999,9,1999-09,4522,Department stores,inventories,nsa,45710.0,False
1999,10,1999-10,4522,Department stores,inventories,nsa,50057.0,False
1999,11,1999-11,4522,Department stores,inventories,nsa,52097.0,False
1999,12,1999-12,4522,Department stores,inventories,nsa,40591.0,False
2000,1,2000-01,4522,Department stores,inventories,nsa,40308.0,False
2000,2,2000-02,4522,Department stores,inventories,nsa,41515.0,False
2000,3,2000-03,4522,Department stores,inventories,nsa,42197.0,False
2000,4,2000-04,4522,Department stores,inventories,nsa,42027.0,False
2000,5,2000-05,4522,Department stores,inventories,nsa,41818.0,False
2000,6,2000-06,4522,Department stores,inventories,nsa,40674.0,False
2000,7,2000-07,4522,Department stores,inventories,nsa,40618.0,False
2000,8,2000-08,4522,Department stores,inventories,nsa,41888.0,False
2000,9,2000-09,4522,Department stores,inventories,nsa,44955.0,False
2000,10,2000-10,4522,Department stores,inventories,nsa,50101.0,False
2000,11,2000-11,4522,Department stores,inventories,nsa,51331.0,False
2000,12,2000-12,4522,Department stores,inventories,nsa,39510.0,False
2001,1,2001-01,4522,Department stores,inventories,nsa,39153.0,False
2001,2,2001-02,4522,Department stores,inventories,nsa,40225.0,False
2001,3,2001-03,4522,Department stores,inventories,nsa,41901.0,False
2001,4,2001-04,4522,Department stores,inventories,nsa,41501.0,False
2001,5,2001-05,4522,Department stores,inventories,nsa,41324.0,False
2001,6,2001-06,4522,Department stores,inventories,nsa,40056.0,False
2001,7,2001-07,4522,Department stores,inventories,nsa,39794.0,False
2001,8,2001-08,4522,Department stores,inventories,nsa,41587.0,False
2001,9,2001-09,4522,Department stores,inventories,nsa,44934.0,False
2001,10,2001-10,4522,Department stores,inventories,nsa,48903.0,False
2001,11,2001-11,4522,Department stores,inventories,nsa,49524.0,False
2001,12,2001-12,4522,Department stores,inventories,nsa,37470.0,False
2002,1,2002-01,4522,Department stores,inventories,nsa,36218.0,False
2002,2,2002-02,4522,Department stores,inventories,nsa,37327.0,False
2002,3,2002-03,4522,Department stores,inventories,nsa,38114.0,False
2002,4,2002-04,4522,Department stores,inventories,nsa,37641.0,False
2002,5,2002-05,4522,Department stores,inventories,nsa,37314.0,False
2002,6,2002-06,4522,Department stores,inventories,nsa,36254.0,False
2002,7,2002-07,4522,Department stores,inventories,nsa,37007.0,False
2002,8,2002-08,4522,Department stores,inventories,nsa,38051.0,False
2002,9,2002-09,4522,Department stores,inventories,nsa,41202.0,False
2002,10,2002-10,4522,Department stores,inventories,nsa,45056.0,False
2002,11,2002-11,4522,Department stores,inventories,nsa,47135.0,False
2002,12,2002-12,4522,Department stores,inventories,nsa,35921.0,False
2003,1,2003-01,4522,Department stores,inventories,nsa,35083.0,False
2003,2,2003-02,4522,Department stores,inventories,nsa,35658.0,False
2003,3,2003-03,4522,Department stores,inventories,nsa,37174.0,False
2003,4,2003-04,4522,Department stores,inventories,nsa,37700.0,False
2003,5,2003-05,4522,Department stores,inventories,nsa,36567.0,False
2003,6,2003-06,4522,Department stores,inventories,nsa,35422.0,False
2003,7,2003-07,4522,Department stores,inventories,nsa,35716.0,False
2003,8,2003-08,4522,Department stores,inventories,nsa,36377.0,False
2003,9,2003-09,4522,Department stores,inventories,nsa,39930.0,False
2003,10,2003-10,4522,Department stores,inventories,nsa,44217.0,False
2003,11,2003-11,4522,Department stores,inventories,nsa,44914.0,False
2003,12,2003-12,4522,Department stores,inventories,nsa,34209.0,False
2004,1,2004-01,4522,Department stores,inventories,nsa,33818.0,False
2004,2,2004-02,4522,Department stores,inventories,nsa,34577.0,False
2004,3,2004-03,4522,Department stores,inventories,nsa,36124.0,False
2004,4,2004-04,4522,Department stores,inventories,nsa,36191.0,False
2004,5,2004-05,4522,Department stores,inventories,nsa,35597.0,False
2004,6,2004-06,4522,Department stores,inventories,nsa,34667.0,False
2004,7,2004-07,4522,Department stores,inventories,nsa,35085.0,False
2004,8,2004-08,4522,Department stores,inventories,nsa,36293.0,False
2004,9,2004-09,4522,Department stores,inventories,nsa,39221.0,False
2004,10,2004-10,4522,Department stores,inventories,nsa,43585.0,False
2004,11,2004-11,4522,Department stores,inventories,nsa,45257.0,False
2004,12,2004-12,4522,Department stores,inventories,nsa,34736.0,False
2005,1,2005-01,4522,Department stores,inventories,nsa,34374.0,False
2005,2,2005-02,4522,Department stores,inventories,nsa,35116.0,False
2005,3,2005-03,4522,Department stores,inventories,nsa,37482.0,False
2005,4,2005-04,4522,Department stores,inventories,nsa,36804.0,False
2005,5,2005-05,4522,Department stores,inventories,nsa,35897.0,False
2005,6,2005-06,4522,Department stores,inventories,nsa,35225.0,False
2005,7,2005-07,4522,Department stores,inventories,nsa,35780.0,False
2005,8,2005-08,4522,Department stores,inventories,nsa,37127.0,False
2005,9,2005-09,4522,Department stores,inventories,nsa,40497.0,False
2005,10,2005-10,4522,Department stores,inventories,nsa,44533.0,False
2005,11,2005-11,4522,Department stores,inventories,nsa,45890.0,False
2005,12,2005-12,4522,Department stores,inventories,nsa,35596.0,False
2006,1,2006-01,4522,Department stores,inventories,nsa,34516.0,False
2006,2,2006-02,4522,Department stores,inventories,nsa,34436.0,False
2006,3,2006-03,4522,Department stores,inventories,nsa,35606.0,False
2006,4,2006-04,4522,Department stores,inventories,nsa,35365.0,False
2006,5,2006-05,4522,Department stores,inventories,nsa,34416.0,False
2006,6,2006-06,4522,Department stores,inventories,nsa,33346.0,False
2006,7,2006-07,4522,Department stores,inventories,nsa,34026.0,False
2006,8,2006-08,4522,Department stores,inventories,nsa,35481.0,False
2006,9,2006-09,4522,Department stores,inventories,nsa,39130.0,False
2006,10,2006-10,4522,Department stores,inventories,nsa,43376.0,False
2006,11,2006-11,4522,Department stores,inventories,nsa,45182.0,False
2006,12,2006-12,4522,Department stores,inventories,nsa,34831.0,False
2007,1,2007-01,4522,Department stores,inventories,nsa,34560.0,False
2007,2,2007-02,4522,Department stores,inventories,nsa,35103.0,False
2007,3,2007-03,4522,Department stores,inventories,nsa,35682.0,False
2007,4,2007-04,4522,Department stores,inventories,nsa,36100.0,False
2007,5,2007-05,4522,Department stores,inventories,nsa,35095.0,False
2007,6,2007-06,4522,Department stores,inventories,nsa,34526.0,False
2007,7,2007-07,4522,Department stores,inventories,nsa,34873.0,False
2007,8,2007-08,4522,Department stores,inventories,nsa,35827.0,False
2007,9,2007-09,4522,Department stores,inventories,nsa,39630.0,False
2007,10,2007-10,4522,Department stores,inventories,nsa,44279.0,False
2007,11,2007-11,4522,Department stores,inventories,nsa,43923.0,False
2007,12,2007-12,4522,Department stores,inventories,nsa,34169.0,False
2008,1,2008-01,4522,Department stores,inventories,nsa,33627.0,False
2008,2,2008-02,4522,Department stores,inventories,nsa,34218.0,False
2008,3,2008-03,4522,Department stores,inventories,nsa,34573.0,False
2008,4,2008-04,4522,Department stores,inventories,nsa,34643.0,False
2008,5,2008-05,4522,Department stores,inventories,nsa,33887.0,False
2008,6,2008-06,4522,Department stores,inventories,nsa,32826.0,False
2008,7,2008-07,4522,Department stores,inventories,nsa,33160.0,False
2008,8,2008-08,4522,Department stores,inventories,nsa,33707.0,False
2008,9,2008-09,4522,Department stores,inventories,nsa,37827.0,False
2008,10,2008-10,4522,Department stores,inventories,nsa,41973.0,False
2008,11,2008-11,4522,Department stores,inventories,nsa,41286.0,False
2008,12,2008-12,4522,Department stores,inventories,nsa,31038.0,False
2009,1,2009-01,4522,Department stores,inventories,nsa,30182.0,False
2009,2,2009-02,4522,Department stores,inventories,nsa,30363.0,False
2009,3,2009-03,4522,Department stores,inventories,nsa,31465.0,False
2009,4,2009-04,4522,Department stores,inventories,nsa,31441.0,False
2009,5,2009-05,4522,Department stores,inventories,nsa,30613.0,False
2009,6,2009-06,4522,Department stores,inventories,nsa,30272.0,False
2009,7,2009-07,4522,Department stores,inventories,nsa,30256.0,False
2009,8,2009-08,4522,Department stores,inventories,nsa,31068.0,False
2009,9,2009-09,4522,Department stores,inventories,nsa,34546.0,False
2009,10,2009-10,4522,Department stores,inventories,nsa,38169.0,False
2009,11,2009-11,4522,Department stores,inventories,nsa,37758.0,False
2009,12,2009-12,4522,Department stores,inventories,nsa,28906.0,False
2010,1,2010-01,4522,Department stores,inventories,nsa,28810.0,False
2010,2,2010-02,4522,Department stores,inventories,nsa,28826.0,False
2010,3,2010-03,4522,Department stores,inventories,nsa,29526.0,False
2010,4,2010-04,4522,Department stores,inventories,nsa,29910.0,False
2010,5,2010-05,4522,Department stores,inventories,nsa,29254.0,False
2010,6,2010-06,4522,Department stores,inventories,nsa,28713.0,False
2010,7,2010-07,4522,Department stores,inventories,nsa,29333.0,False
2010,8,2010-08,4522,Department stores,inventories,nsa,30083.0,False
2010,9,2010-09,4522,Department stores,inventories,nsa,32990.0,False
2010,10,2010-10,4522,Department stores,inventories,nsa,36918.0,False
2010,11,2010-11,4522,Department stores,inventories,nsa,37351.0,False
2010,12,2010-12,4522,Department stores,inventories,nsa,28984.0,False
2011,1,2011-01,4522,Department stores,inventories,nsa,28643.0,False
2011,2,2011-02,4522,Department stores,inventories,nsa,28881.0,False
2011,3,2011-03,4522,Department stores,inventories,nsa,30404.0,False
2011,4,2011-04,4522,Department stores,inventories,nsa,30517.0,False
2011,5,2011-05,4522,Department stores,inventories,nsa,30376.0,False
2011,6,2011-06,4522,Department stores,inventories,nsa,29619.0,False
2011,7,2011-07,4522,Department stores,inventories,nsa,30009.0,False
2011,8,2011-08,4522,Department stores,inventories,nsa,31140.0,False
2011,9,2011-09,4522,Department stores,inventories,nsa,34499.0,False
2011,10,2011-10,4522,Department stores,inventories,nsa,38416.0,False
2011,11,2011-11,4522,Department stores,inventories,nsa,38319.0,False
2011,12,2011-12,4522,Department stores,inventories,nsa,30309.0,False
2012,1,2012-01,4522,Department stores,inventories,nsa,29623.0,False
2012,2,2012-02,4522,Department stores,inventories,nsa,29765.0,False
2012,3,2012-03,4522,Department stores,inventories,nsa,30320.0,False
2012,4,2012-04,4522,Department stores,inventories,nsa,30881.0,False
2012,5,2012-05,4522,Department stores,inventories,nsa,30711.0,False
2012,6,2012-06,4522,Department stores,inventories,nsa,29991.0,False
2012,7,2012-07,4522,Department stores,inventories,nsa,30307.0,False
2012,8,2012-08,4522,Department stores,inventories,nsa,31135.0,False
2012,9,2012-09,4522,Department stores,inventories,nsa,33520.0,False
2012,10,2012-10,4522,Department stores,inventories,nsa,38244.0,False
2012,11,2012-11,4522,Department stores,inventories,nsa,37870.0,False
2012,12,2012-12,4522,Department stores,inventories,nsa,30390.0,False
2013,1,2013-01,4522,Department stores,inventories,nsa,30184.0,False
2013,2,2013-02,4522,Department stores,inventories,nsa,30383.0,False
2013,3,2013-03,4522,Department stores,inventories,nsa,30891.0,False
2013,4,2013-04,4522,Department stores,inventories,nsa,30920.0,False
2013,5,2013-05,4522,Department stores,inventories,nsa,30299.0,False
2013,6,2013-06,4522,Department stores,inventories,nsa,29310.0,False
2013,7,2013-07,4522,Department stores,inventories,nsa,29473.0,False
2013,8,2013-08,4522,Department stores,inventories,nsa,29903.0,False
2013,9,2013-09,4522,Department stores,inventories,nsa,33043.0,False
2013,10,2013-10,4522,Department stores,inventories,nsa,36735.0,False
2013,11,2013-11,4522,Department stores,inventories,nsa,36081.0,False
2013,12,2013-12,4522,Department stores,inventories,nsa,28315.0,False
2014,1,2014-01,4522,Department stores,inventories,nsa,28312.0,False
2014,2,2014-02,4522,Department stores,inventories,nsa,28157.0,False
2014,3,2014-03,4522,Department stores,inventories,nsa,28637.0,False
2014,4,2014-04,4522,Department stores,inventories,nsa,28012.0,False
2014,5,2014-05,4522,Department stores,inventories,nsa,27385.0,False
2014,6,2014-06,4522,Department stores,inventories,nsa,26518.0,False
2014,7,2014-07,4522,Department stores,inventories,nsa,26428.0,False
2014,8,2014-08,4522,Department stores,inventories,nsa,26923.0,False
2014,9,2014-09,4522,Department stores,inventories,nsa,29700.0,False
2014,10,2014-10,4522,Department stores,inventories,nsa,32875.0,False
2014,11,2014-11,4522,Department stores,inventories,nsa,32150.0,False
2014,12,2014-12,4522,Department stores,inventories,nsa,24800.0,False
2015,1,2015-01,4522,Department stores,inventories,nsa,24962.0,False
2015,2,2015-02,4522,Department stores,inventories,nsa,25154.0,False
2015,3,2015-03,4522,Department stores,inventories,nsa,25248.0,False
2015,4,2015-04,4522,Department stores,inventories,nsa,25719.0,False
2015,5,2015-05,4522,Department stores,inventories,nsa,25041.0,False
2015,6,2015-06,4522,Department stores,inventories,nsa,24400.0,False
2015,7,2015-07,4522,Department stores,inventories,nsa,24199.0,False
2015,8,2015-08,4522,Department stores,inventories,nsa,24587.0,False
2015,9,2015-09,4522,Department stores,inventories,nsa,27783.0,False
2015,10,2015-10,4522,Department stores,inventories,nsa,30777.0,False
2015,11,2015-11,4522,Department stores,inventories,nsa,29786.0,False
2015,12,2015-12,4522,Department stores,inventories,nsa,23076.0,False
2016,1,2016-01,4522,Department stores,inventories,nsa,22763.0,False
2016,2,2016-02,4522,Department stores,inventories,nsa,22771.0,False
2016,3,2016-03,4522,Department stores,inventories,nsa,22843.0,False
2016,4,2016-04,4522,Department stores,inventories,nsa,22555.0,False
2016,5,2016-05,4522,Department stores,inventories,nsa,21695.0,False
2016,6,2016-06,4522,Department stores,inventories,nsa,20884.0,False
2016,7,2016-07,4522,Department stores,inventories,nsa,20925.0,False
2016,8,2016-08,4522,Department stores,inventories,nsa,20623.0,False
2016,9,2016-09,4522,Department stores,inventories,nsa,22690.0,False
2016,10,2016-10,4522,Department stores,inventories,nsa,25127.0,False
2016,11,2016-11,4522,Department stores,inventories,nsa,24237.0,False
2016,12,2016-12,4522,Department stores,inventories,nsa,18779.0,False
2017,1,2017-01,4522,Department stores,inventories,nsa,18750.0,False
2017,2,2017-02,4522,Department stores,inventories,nsa,18454.0,False
2017,3,2017-03,4522,Department stores,inventories,nsa,18702.0,False
2017,4,2017-04,4522,Department stores,inventories,nsa,18477.0,False
2017,5,2017-05,4522,Department stores,inventories,nsa,17410.0,False
2017,6,2017-06,4522,Department stores,inventories,nsa,16676.0,False
2017,7,2017-07,4522,Department stores,inventories,nsa,16412.0,False
2017,8,2017-08,4522,Department stores,inventories,nsa,16285.0,False
2017,9,2017-09,4522,Department stores,inventories,nsa,17906.0,False
2017,10,2017-10,4522,Department stores,inventories,nsa,19816.0,False
2017,11,2017-11,4522,Department stores,inventories,nsa,18984.0,False
2017,12,2017-12,4522,Department stores,inventories,nsa,14640.0,False
2018,1,2018-01,4522,Department stores,inventories,nsa,14944.0,False
2018,2,2018-02,4522,Department stores,inventories,nsa,15185.0,False
2018,3,2018-03,4522,Department stores,inventories,nsa,15238.0,False
2018,4,2018-04,4522,Department stores,inventories,nsa,15641.0,False
2018,5,2018-05,4522,Department stores,inventories,nsa,15171.0,False
2018,6,2018-06,4522,Department stores,inventories,nsa,14446.0,False
2018,7,2018-07,4522,Department stores,inventories,nsa,14330.0,False
2018,8,2018-08,4522,Department stores,inventories,nsa,14490.0,False
2018,9,2018-09,4522,Department stores,inventories,nsa,16263.0,False
2018,10,2018-10,4522,Department stores,inventories,nsa,18319.0,False
2018,11,2018-11,4522,Department stores,inventories,nsa,16727.0,False
2018,12,2018-12,4522,Department stores,inventories,nsa,12577.0,False
2019,1,2019-01,4522,Department stores,inventories,nsa,13043.0,False
2019,2,2019-02,4522,Department stores,inventories,nsa,13492.0,False
