year,month,period,naics,kind_of_business,measure,adjustment,value,preliminary
2020,11,2020-11,4522,Department stores,inventories,sa,8020.0,False
2020,12,2020-12,4522,Department stores,inventories,sa,7575.0,False
2021,1,2021-01,4522,Department stores,inventories,sa,7514.0,False
2021,2,2021-02,4522,Department stores,inventories,sa,7549.0,False
2021,3,2021-03,4522,Department stores,inventories,sa,7714.0,False
2021,4,2021-04,4522,Department stores,inventories,sa,7698.0,False
2021,5,2021-05,4522,Department stores,inventories,sa,7828.0,False
2021,6,2021-06,4522,Department stores,inventories,sa,7985.0,False
2021,7,2021-07,4522,Department stores,inventories,sa,8157.0,False
2021,8,2021-08,4522,Department stores,inventories,sa,8314.0,False
2021,9,2021-09,4522,Department stores,inventories,sa,8436.0,False
2021,10,2021-10,4522,Department stores,inventories,sa,8606.0,False
2021,11,2021-11,4522,Department stores,inventories,sa,8777.0,False
2021,12,2021-12,4522,Department stores,inventories,sa,8983.0,False
2022,1,2022-01,4522,Department stores,inventories,sa,9167.0,False
2022,2,2022-02,4522,Department stores,inventories,sa,9275.0,False
2022,3,2022-03,4522,Department stores,inventories,sa,9613.0,False
2022,4,2022-04,4522,Department stores,inventories,sa,9723.0,False
2022,5,2022-05,4522,Department stores,inventories,sa,9804.0,False
2022,6,2022-06,4522,Department stores,inventories,sa,9952.0,False
2022,7,2022-07,4522,Department stores,inventories,sa,9708.0,False
2022,8,2022-08,4522,Department stores,inventories,sa,9584.0,False
2022,9,2022-09,4522,Department stores,inventories,sa,9634.0,False
2022,10,2022-10,4522,Department stores,inventories,sa,9491.0,False
2022,11,2022-11,4522,Department stores,inventories,sa,9389.0,False
2022,12,2022-12,4522,Department stores,inventories,sa,9044.0,False
2023,1,2023-01,4522,Department stores,inventories,sa,8886.0,False
2023,2,2023-02,4522,Department stores,inventories,sa,8949.0,False
2023,3,2023-03,4522,Department stores,inventories,sa,9079.0,False
2023,4,2023-04,4522,Department stores,inventories,sa,9026.0,False
2023,5,2023-05,4522,Department stores,inventories,sa,8923.0,False
2023,6,2023-06,4522,Department stores,inventories,sa,8913.0,False
2023,7,2023-07,4522,Department stores,inventories,sa,8804.0,False
2023,8,2023-08,4522,Department stores,inventories,sa,8819.0,False
2023,9,2023-09,4522,Department stores,inventories,sa,8839.0,False
2023,10,2023-10,4522,Department stores,inventories,sa,8825.0,False
2023,11,2023-11,4522,Department stores,inventories,sa,8768.0,False
2023,12,2023-12,4522,Department stores,inventories,sa,8651.0,False
2024,1,2024-01,4522,Department stores,inventories,sa,8793.0,False
2024,2,2024-02,4522,Department stores,inventories,sa,8824.0,False
2024,3,2024-03,4522,Department stores,inventories,sa,8790.0,False
2024,4,2024-04,4522,Department stores,inventories,sa,8795.0,False
2024,5,2024-05,4522,Department stores,inventories,sa,8809.0,False
2024,6,2024-06,4522,Department stores,inventories,sa,8755.0,False
2024,7,2024-07,4522,Department stores,inventories,sa,8820.0,False
2024,8,2024-08,4522,Department stores,inventories,sa,8942.0,False
2024,9,2024-09,4522,Department stores,inventories,sa,8930.0,False
2024,10,2024-10,4522,Department stores,inventories,sa,8875.0,False
2024,11,2024-11,4522,Department stores,inventories,sa,8892.0,False
2024,12,2024-12,4522,Department stores,inventories,sa,9085.0,False
2025,1,2025-01,4522,Department stores,inventories,sa,8954.0,False
2025,2,2025-02,4522,Department stores,inventories,sa,8980.0,False
2025,3,2025-03,4522,Department stores,inventories,sa,8879.0,False
2025,4,2025-04,4522,Department stores,inventories,sa,8801.0,False
2025,5,2025-05,4522,Department stores,inventories,sa,8747.0,False
2025,6,2025-06,4522,Department stores,inventories,sa,8796.0,False
2025,7,2025-07,4522,Department stores,inventories,sa,8706.0,False
2025,8,2025-08,4522,Department stores,inventories,sa,8772.0,False
2025,9,2025-09,4522,Department stores,inventories,sa,8805.0,False
2025,10,2025-10,4522,Department stores,inventories,sa,8774.0,False
2025,11,2025-11,4522,Department stores,inventories,sa,8641.0,False
2025,12,2025-12,4522,Department stores,inventories,sa,8621.0,False
2026,1,2026-01,4522,Department stores,inventories,sa,8680.0,False
2026,2,2026-02,4522,Department stores,inventories,sa,8630.0,False
2026,3,2026-03,4522,Department stores,inventories,sa,8661.0,False
2026,4,2026-04,4522,Department stores,inventories,sa,8711.0,False
2026,5,2026-05,4522,Department stores,inventories,sa,8724.0,False
